ticker,mean_log_return,standard_deviation
PM,0.03464952235547852,0.22334610053119186
PNC,0.09688017584700509,0.2779296788333038
PNR,0.08999014619282358,0.2823043868589064
PNW,0.041743009435914365,0.22029235354496504
PODD,0.20256352018498963,0.4166446772595471
POOL,0.1797999371151483,0.2868455822088407
PPG,0.049528571664549735,0.2530918352780003
PPL,0.013220338390371868,0.22097476788936643
PRU,0.0653383935279121,0.3103459919352934
PSA,0.0672905738200628,0.21935612599628565
PSX,0.06560338697325134,0.3343130788513721
PTC,0.17535303273248004,0.3071670171240455
PWR,0.20187040411672827,0.3239555957459628
PYPL,0.0798158471706325,0.38420112140844753
QCOM,0.07926679875542735,0.34577617185227677
QRVO,0.0020899727949035846,0.4337870627135503
RCL,0.14737096943196973,0.49063728294810804
REG,0.03444734695809909,0.28100850101947344
REGN,0.13010923728060605,0.3297494516479111
RF,0.09899878664836083,0.3436540202313086
RJF,0.14286870514559755,0.295946551265118
RL,0.0221640034535295,0.3612915271175659
RMD,0.14797549389666168,0.3072282049141005
ROK,0.09628926637388799,0.2884559739521133
ROL,0.16483080673542833,0.23702671672156295
ROP,0.13135914680541078,0.22045425258966256
ROST,0.13857199196408918,0.3041161058522809
RSG,0.16121447034377404,0.18046168218203695
RTX,0.06877157035145365,0.25334013438758946
RVTY,0.11230255348046322,0.27302795353008047
SBAC,0.09591835828066533,0.2597002519953922
SBUX,0.10824578802000674,0.26683203137174405
SCHW,0.1309879831705096,0.33036626839056665
SHW,0.16282764083911525,0.25375838002952716
SJM,0.019511589759588863,0.21990536814593126
SLB,-0.049523328252569936,0.3736675439573305
SNA,0.11904244768013131,0.25675052835847756
SNPS,0.23485311312935594,0.27783911674782635
SO,0.05957633047087561,0.20698759694325022
SPG,0.009250019738484534,0.3454563337434531
SPGI,0.18274602834625583,0.2532697929817486
SRE,0.06906322665054311,0.22566155377013958
STE,0.15720723438504533,0.24427284941429617
STLD,0.18917886887872404,0.37320577076731276
STT,0.05520492571793544,0.31324017899876744
STX,0.09576322834036842,0.38490877957016895
STZ,0.15430547807416692,0.26977795157262857
SWK,0.01804685025405606,0.3206224681100883
SWKS,0.11949648548388947,0.3811472314762387
SYF,0.08553302841445248,0.37798767495726887
SYK,0.1592501226170633,0.2438692016005215
SYY,0.07235014098329781,0.27935556347936263
T,-0.015008301797794414,0.21906396041928536
TAP,0.01976521940764305,0.2753383325520665
TDG,0.18880397309694666,0.3226324564073521
TDY,0.162512660658945,0.2619455538093023
TECH,0.1242561624511652,0.2871027363837569
TEL,0.11602698847993266,0.2579360768868721
TER,0.1528090944408157,0.37582715191410454
TFC,0.029901401850485832,0.31092466678319913
TFX,0.09059166365466088,0.27222986890736767
TGT,0.07966361540604443,0.29622645056926356
TJX,0.13957503753062395,0.2551498327397123
TMO,0.18185858841355845,0.23883091872595327
TMUS,0.20667159712521418,0.28898892755491384
TPR,-0.013550387044577823,0.40989412938198977
TRGP,0.0929032650852339,0.5300494793223033
TRMB,0.058207468417870105,0.33403817046085055
TROW,0.04353453321326317,0.276679327396241
TRV,0.10280713963946204,0.22943125634454406
TSCO,0.14877526101373403,0.27986544460614354
TSLA,0.3941871870647147,0.5687732230782878
TSN,0.09067423145666736,0.2805807085883029
TT,0.19120205284811428,0.2606872301516789
TTWO,0.22483895722845146,0.34034288688525494
TXN,0.15626223751833435,0.2700289483864172
TXT,0.09831453656331263,0.3236579139736769
TYL,0.210590411860205,0.28635706222496526
UAL,0.10166460294015586,0.48228262647030845
UDR,0.04619979451591384,0.24181753114125337
UHS,0.11999173822626454,0.32522998910603984
ULTA,0.11112138533080705,0.3803499366641081
UNH,0.1981496634749448,0.2499811189543809
UNP,0.10889011396137886,0.24530759232831048
UPS,0.04765996511979422,0.24117269780495104
URI,0.23745788964608497,0.41577061138911026
USB,0.031490614717959435,0.2771250533890091
V,0.17027130151263525,0.23923915093157608
VICI,0.07503274096157196,0.322339011505635
VLO,0.11635124167243556,0.3868199983225866
VMC,0.13645609749679566,0.2998039908245681
VRSK,0.13945865652964332,0.22175342923779232
VRSN,0.1259761265310539,0.24737861775029935
VRTX,0.20123706216863949,0.38434396323628023
VTR,0.009952961099105609,0.33653199876016954
VTRS,-0.0734855907237064,0.3652420528562043
VZ,-0.005751675115494161,0.19113450728125575
WAB,0.1213697175254618,0.2983339645131841
WAT,0.12465452462693646,0.2695227481510282
WBA,-0.117760004249299,0.3167882977258098
WBD,-0.4391138586191079,0.5494144346942778
WDC,0.035228756589562774,0.4271146380653008
WEC,0.07877731819146307,0.2123735584077815
WELL,0.06592895239706356,0.3040274697306241
WFC,0.05182761267188095,0.2921360346564227
WM,0.15568774041690603,0.18362725697606655
WMB,0.03514834836141628,0.3970732266526116
WMT,0.10743770863617633,0.20008047285983283
WRB,0.13656613062566905,0.2259794228364442
WST,0.20631720806788578,0.28575931722716685
WTW,0.10094263525012948,0.22448301368496507
WY,0.005694908227575701,0.30356150388500136
WYNN,-0.0177870531844938,0.4655256834494598
XEL,0.07530749700891114,0.2057165421963308
XOM,0.021919908166004354,0.262946381753554
XYL,0.12424856892352178,0.2646467011370753
YUM,0.0852785819624761,0.23521237182536825
ZBH,0.04151058658410931,0.25994938797602923
ZBRA,0.18946202970669168,0.37817380177262777
ZTS,0.15074184993858844,0.25481450945707906
