ticker,baseline_ae
JNJ,0.05814324171181819
JNPR,0.1482048183420617
JPM,0.31946754976154035
K,0.07904495033436384
KDP,0.1465363200713018
KEY,0.07508997467437417
KEYS,0.3858497327234223
KHC,0.056938674232491965
KIM,0.05868347306359418
KLAC,0.026355572570367067
KMB,0.055952481174285064
KMI,0.08382825521163466
KMX,0.0398136212672384
KO,0.04279164278653543
KR,0.07389271927323228
L,0.22473990152595677
LDOS,0.019539391204352583
LEN,0.1957921267924437
LH,0.13964008350011076
LHX,0.09128924036402922
LIN,0.014098132027019433
LKQ,0.06031954989212538
LLY,0.0643139936854842
LMT,0.1587380567596954
LNT,0.35682381828967713
LOW,0.04528931734861988
LRCX,0.26110349563423024
LULU,0.1133743811665451
LUV,0.04244925018274103
LVS,0.21702425010109774
LW,0.20663370223125999
LYB,0.11746567084863456
LYV,0.5269331030821431
MA,0.36464925572076184
MAA,0.044514005179326625
MAR,0.04612203429220044
MAS,0.03592650366485262
MCD,0.21539772432941076
MCHP,0.14236787358577402
MCK,0.0391444586566928
MCO,0.03390023154743678
MDLZ,0.07159586000243358
MDT,0.04168136031086347
MET,0.4265588093370592
META,0.7633381656638284
MGM,0.1495770590164612
MHK,0.1573819596696316
MKC,0.20571355795400095
MKTX,0.3772752585579226
MLM,0.2017020863080272
MMC,0.015052834370527575
MMM,0.045456621655631156
MNST,0.06343256389020546
MO,0.03325261115470847
MOH,0.07591329830196264
MOS,0.15635627078762018
MPC,0.13991855299197678
MPWR,0.1184472950720628
MRK,0.009075772691741986
MRNA,0.6596528636514178
MRO,0.0829320002674313
MS,0.1648756247093962
MSCI,0.31945611229936416
MSFT,0.20323070321143397
MSI,0.16458433044955023
MTB,0.1304168642484111
MTCH,0.3395900218810399
MTD,0.5498881276102382
MU,0.05372811490476483
NCLH,0.36842892157454527
NDAQ,0.2061847062919019
NDSN,0.2787774910642749
NEE,0.030335245389982172
NEM,0.03912881735001512
NFLX,0.2154153292874744
NI,0.10024227190443778
NKE,0.08371571835235826
NOC,0.11740732382779222
NOW,0.16241872503136198
NRG,0.10591285367520843
NSC,0.27110828970735273
NTAP,0.1896496498976828
NTRS,0.22297487765421276
NUE,0.1561363918037975
NVDA,0.11359109423956468
NVR,0.09746987498581729
NWSA,0.8564454831805381
NXPI,0.33184098630365005
O,0.12956587687834908
ODFL,0.19898747479459047
OKE,0.04143318665288475
OMC,0.030717832742763983
ON,0.07183800848533732
ORCL,0.029686617009903226
ORLY,0.1851644671381468
OTIS,0.05065208833161597
OXY,0.10438076297967647
PANW,0.2672177309781443
PARA,0.2887296894986214
PAYC,0.33655343769877566
PAYX,0.10440267936575283
PCAR,0.5222227092629329
PCG,0.14442567625517214
PEG,0.16332461533119405
PEP,0.029177935730353714
PFE,0.03374448745320296
PFG,0.10354564646679204
PG,0.18062226451056365
PGR,0.24903656932977072
PH,0.2943464814526114
PHM,0.049413317935514005
PKG,0.3669054229576236
PLD,0.10989248078842097
PM,0.04873826955343044
PNC,0.044341259532283614
PNR,0.16815603743859267
PNW,0.19090710571574096
PODD,0.035885790938361264
POOL,0.05807150801586254
PPG,0.12299866356471277
PPL,0.049696663745781036
PRU,0.16203107373970457
PSA,0.18407410415772374
PSX,0.07470464888128515
PTC,0.263247777839928
PWR,0.05065248948589189
PYPL,0.08723176649037673
QCOM,0.03156144725957955
QRVO,0.12817533292466737
RCL,0.04286869224591482
REG,0.03496098434253104
REGN,0.0400868586574542
RF,0.049166571545717755
RJF,0.08589386111394835
RL,0.1697541010790299
RMD,0.22839252980315444
ROK,0.044898558360740665
ROL,0.14238261506788505
ROP,0.09069116498324133
ROST,0.0490003083701896
RSG,0.09121478713477228
RTX,0.33848278577595486
RVTY,0.16340902025649795
SBAC,0.3320265397549877
SBUX,0.17395534884031005
SCHW,0.40543706315055467
SHW,0.06278296420571437
SJM,0.0160135408854199
SLB,0.017054656471444996
SNA,0.2210607729220545
SNPS,0.08922586018464297
SO,0.055976477032998885
SPG,0.07932049636427294
SPGI,0.020549999515190955
SRE,0.08882516165686263
STE,0.16563590746428644
STLD,0.1177328177224144
STT,0.026398657876704444
STX,0.07866031914664816
STZ,0.15133438700266935
SWK,0.025465679749247284
SWKS,0.08558290380108588
SYF,0.3696014011973036
SYK,0.38795048572250734
SYY,0.04987155724151382
T,0.2261079617919932
TAP,0.06410299035102589
TDG,0.07716360071246686
TDY,0.06962813876740265
TECH,0.26940154698432217
TEL,0.060877331340396815
TER,0.19336970939969042
TFC,0.3249673977941389
TFX,0.17695384504685518
TGT,0.13824143501481434
TJX,0.20911978187175653
TMO,0.014507784380204876
TMUS,0.22632376917715788
TPR,0.07646927407752838
TRGP,0.11914888909524243
TRMB,0.08303909324113226
TROW,0.0439427794166455
TRV,0.058798594326365944
TSCO,0.1719041441607837
TSLA,0.1660299037906724
TSN,0.28469754798562624
TT,0.10181705387576984
TTWO,0.24154459531512495
TXN,0.06604143595455879
TXT,0.01764340332633751
TYL,0.10922801430352598
UAL,0.23229612745187248
UDR,0.3846751975329896
UHS,0.3439487024511854
ULTA,0.1872607439618287
UNH,0.0712562438097794
UNP,0.19350957128247728
UPS,0.7880685844761469
URI,0.016545174647137853
USB,0.10763395356743623
V,0.31065782545959014
VICI,0.25459394685437503
VLO,0.14902905640575817
VMC,0.28355857091109815
VRSK,0.020430832739740824
VRSN,0.07458408194245335
VRTX,0.11678052630094699
VTR,0.032624460815088775
VTRS,0.03634519196424014
VZ,0.04420180706835503
WAB,0.052255138856830266
WAT,0.11802946511243824
WBA,0.04274387624827453
WBD,0.28765676790073674
WDC,0.06271439324551917
WEC,0.2923163902593313
WELL,0.11749381360874227
WFC,0.28117330740183183
WM,0.009045354100445772
WMB,0.1230677546445793
WMT,0.2267945398791621
WRB,0.04801334099524521
WST,0.154997289112551
WTW,0.10234112295171816
WY,0.17849836932767207
WYNN,0.03824554715889543
XEL,0.07124226102080346
XOM,0.44865912929308965
XYL,0.08177158308730308
YUM,0.09458020259449412
ZBH,0.10440301504947574
ZBRA,0.2991013523669227
ZTS,0.14364146726816515
