ticker,baseline_pca,tuned_pca,baseline_if,tuned_if,baseline_ae,tuned_ae,diff_pca,diff_if,diff_ae
DFS,0.2696534067168883,3.734553246707249e-32,0.47051000809293886,0.5010457234072812,0.20378541519942522,0.3958341414390513,-0.2696534067168883,0.030535715314342293,0.1920487262396261
DG,0.12000335594066175,4.370110128355037e-32,0.49175989984940827,0.5284026456086773,0.16798373853476517,0.3263108969706447,-0.12000335594066175,0.03664274575926907,0.15832715843587952
DGX,0.15034356999464052,2.241082117105147e-32,0.43019950064053497,0.45994541643310155,0.06349962551505088,0.16333090020854568,-0.15034356999464052,0.02974591579256658,0.0998312746934948
DHI,0.041678378720931115,6.765266641011163e-32,0.5246600957166088,0.5514454210026124,0.029810590670656167,0.05991369594544926,-0.041678378720931115,0.026785325286003636,0.030103105274793096
DHR,0.0509046733181904,1.3726627967269025e-32,0.4136897822139472,0.44032850480825014,0.06585348614506827,0.12054346129496812,-0.0509046733181904,0.026638722594302944,0.05468997514989986
DIS,0.15090438095803418,6.618195627076138e-32,0.5083292376917945,0.5394874411795753,0.13513327637412778,0.2654686243909614,-0.15090438095803418,0.031158203487780756,0.13033534801683364
DLR,0.2792118284571664,3.977920757861636e-32,0.43011655136216104,0.46118271782510467,0.2958745872610743,0.312568702350208,-0.2792118284571664,0.031066166462943634,0.01669411508913371
DLTR,0.058533339919347255,5.042434763486581e-32,0.45077277695572227,0.47473062937501775,0.23072156434192329,0.3430773817441157,-0.058533339919347255,0.02395785241929549,0.11235581740219239
DOV,0.3840708523475546,4.6502453929931806e-32,0.4713591605086719,0.5022641477861928,0.34197369541611505,0.38427753068562076,-0.3840708523475546,0.03090498727752089,0.04230383526950571
DOW,0.11910581157889881,4.1460019166445224e-32,0.5451322402122715,0.5759026964002971,0.09358102477877729,0.12712506897926265,-0.11910581157889881,0.030770456188025652,0.03354404420048536
DPZ,0.12038341923374275,6.786276785859024e-32,0.49713870363260404,0.522473197351894,0.1129285013398425,0.40354635017672785,-0.12038341923374275,0.025334493719289974,0.29061784883688535
DRI,0.04370414593738459,2.2690956435689614e-32,0.45031554143850744,0.4798475354808952,0.08582827070523248,0.15056552160451475,-0.04370414593738459,0.029531994042387766,0.06473725089928227
DTE,0.43657243339105506,2.9488613716674565e-32,0.4659503957517009,0.4965569966954094,0.28278887549089704,0.6439029589365285,-0.43657243339105506,0.03060660094370854,0.36111408344563145
DUK,0.03862842566359281,8.964328468420589e-33,0.4121199725142471,0.44744226149354166,0.044170536500531404,0.19584679667941138,-0.03862842566359281,0.03532228897929457,0.15167626017887997
DVA,0.009927491509583906,2.0730009583222612e-32,0.4279074357099673,0.46930443820238393,0.0745750199022323,0.2903816915547175,-0.009927491509583906,0.041397002492416624,0.21580667165248518
DVN,0.1995207456694668,1.9329333260031894e-32,0.42400857609001485,0.4608193044644151,0.23393677694424578,0.3276001472561879,-0.1995207456694668,0.03681072837440025,0.09366337031194213
DXCM,0.12081769724103703,7.332540551903404e-32,0.5435829026564897,0.5659280414092391,0.1590256312419555,0.31657097510464366,-0.12081769724103703,0.02234513875274946,0.15754534386268815
EA,0.17542055112065602,1.7648521672203035e-32,0.43538166730330163,0.4835867770875713,0.15358977747720573,0.26871016047108326,-0.17542055112065602,0.04820510978426967,0.11512038299387753
EBAY,0.044000763399749926,2.857379699309063e-32,0.42662573243221397,0.4612065128496863,0.14962652984803004,0.2823589729103689,-0.044000763399749926,0.03458078041747231,0.13273244306233883
ECL,0.08524763202072853,2.2690956435689614e-32,0.47027701473223904,0.4940312624347676,0.14734885390309,0.1768358082418395,-0.08524763202072853,0.02375424770252854,0.02948695433874951
ED,0.18008951103026163,3.98492413947759e-32,0.4321032869031474,0.4654365253751339,0.1671722698238343,0.20527509036769614,-0.18008951103026163,0.03333323847198649,0.038102820543861854
EFX,0.11954932949624458,5.532671476603332e-32,0.5033678919913731,0.5347254872537636,0.21439326985105522,0.24501918981179802,-0.11954932949624458,0.03135759526239046,0.030625919960742792
EG,0.06315710681337289,4.391120273202898e-32,0.5190621006297995,0.5481668290624169,0.30822549387727016,0.24696070779365661,-0.06315710681337289,0.029104728432617355,-0.06126478608361355
EIX,0.03988033899041331,1.1205410585525735e-32,0.41208450261905016,0.4437344175095214,0.05030988723194532,0.0629660920033523,-0.03988033899041331,0.031649914890471254,0.012656204771406984
EL,0.08208678566211247,3.6562029148787685e-32,0.5292258821271109,0.5423828511283244,0.0648759079386394,0.24403008188833056,-0.08208678566211247,0.013156969001213548,0.17915417394969116
ELV,0.026942665245300843,2.465190328815662e-32,0.42704147701136363,0.45314292993387556,0.024553839838128352,0.03145184978525901,-0.026942665245300843,0.026101452922511925,0.006898009947130655
EMN,0.03352067765387164,3.6137449138320496e-32,0.4286244158296464,0.4537856162778817,0.056745379411526436,0.0957731229461293,-0.03352067765387164,0.025161200448235332,0.039027743534602866
EMR,0.014886348930141515,1.904919799539375e-32,0.4176553207220036,0.4379373253879455,0.018861319168973545,0.08190332873451987,-0.014886348930141515,0.020282004665941877,0.06304200956554633
ENPH,0.13531078742604688,6.471124613141112e-32,0.49928771271086636,0.5335867585666436,0.08311039350539097,0.2794530800385325,-0.13531078742604688,0.034299045855777255,0.19634268653314152
