ticker,baseline_pca
HPE,0.14267344641416546
HPQ,0.1566295963318915
HRL,0.0727223417884201
HSIC,0.012526048651141203
HST,0.14455405475380548
HSY,0.011151863169284765
HUBB,0.07881370392953756
HUM,0.02688361843169435
HWM,0.2545637579540461
IBM,0.01879307926193068
ICE,0.1422484524517299
IDXX,0.03564431404067338
IEX,0.0198786621838188
IFF,0.12413415678541341
INCY,0.22930643270078044
INTC,0.06909640781632526
INTU,0.011495779447352195
INVH,0.2348236029642873
IP,0.24941975698393534
IPG,0.12993457054925522
IQV,0.145028239935246
IR,0.10156936029979721
IRM,0.03914624398249298
ISRG,0.06413657093751345
IT,0.1530387104836221
ITW,0.021315677124162467
IVZ,0.20289762227821762
J,0.005910663808374614
JBHT,0.035538921371129295
JCI,0.04676707112340925
JKHY,0.16825929110727422
JNJ,0.029446381676149658
JNPR,0.13432063502872207
JPM,0.04052590605709798
K,0.051274000807126074
KDP,0.13284380915062685
KEY,0.17296795997608774
KEYS,0.08885313831719523
KHC,0.062069672556760214
KIM,0.08165178302624924
KLAC,0.3210964703912014
KMB,0.12859557025126386
KMI,0.01774711665124588
KMX,0.13809702666174023
KO,0.04717819658808298
KR,0.14210279624433755
L,0.09678899972220689
LDOS,0.07653582577986595
LEN,0.09606276563520176
LH,0.08457134747841948
LHX,0.21575891113855825
LIN,0.013889215922607638
LKQ,0.061917123507770636
LLY,0.07053821211211043
LMT,0.18466332492160806
LNT,0.3498251785182854
LOW,0.06323548927614592
LRCX,0.08565018952003339
LULU,0.14270440203278878
LUV,0.036886411560901756
LVS,0.14489976420910036
LW,0.10079055971068947
LYB,0.06845549513953537
LYV,0.25141435196526646
MA,0.03909356387778728
MAA,0.04638932035840257
MAR,0.058766349397590754
MAS,0.049560941237822446
MCD,0.09408215105455636
MCHP,0.2044465488368599
MCK,0.12227124997936566
MCO,0.052518277271285954
MDLZ,0.05118427144780632
MDT,0.026143462788012096
MET,0.5133683681316193
META,0.1746582673714734
MGM,0.12656139338670983
MHK,0.12015967924267339
MKC,0.14690426650579183
MKTX,0.22272232865379335
MLM,0.1991141502256646
MMC,0.011583825571196065
MMM,0.024754712817167235
MNST,0.39067524869632186
MO,0.014031721912209782
MOH,0.07799590585632514
MOS,0.1567670334484186
MPC,0.06115231832755614
MPWR,0.06609711141130575
MRK,0.028064202737049217
MRNA,0.23816022527496739
MRO,0.08089578760137757
MS,0.12194766917827482
MSCI,0.42475435617832685
MSFT,0.10519838488057585
MSI,0.10513129603063014
MTB,0.1591877062419513
MTCH,0.14254191100947727
MTD,0.3614159393624213
MU,0.09388909946515495
NCLH,0.13710522073400958
NDAQ,0.12453808155482063
NDSN,0.28327902618967804
NEE,0.03817065304805324
NEM,0.08547764696615363
NFLX,0.23426531503641723
NI,0.13393310205704
NKE,0.04952913410238064
NOC,0.09976790028928216
NOW,0.10582578628699953
NRG,0.19770829419996752
NSC,0.2655654226416999
NTAP,0.21449022739702076
NTRS,0.07210920731614096
NUE,0.20242659515422823
NVDA,0.10019800511090823
NVR,0.08134778733139192
NWSA,0.24982996262611906
NXPI,0.26821012616823725
O,0.15331636635018364
ODFL,0.16437991693532647
OKE,0.06529329084034513
OMC,0.00306402452069432
ON,0.08333025693936645
ORCL,0.06615273772180333
ORLY,0.17083968063602206
OTIS,0.1073545236387016
OXY,0.049561093265829775
PANW,0.5191859377324656
PARA,0.03228414579424883
PAYC,0.3787092063140807
PAYX,0.01997375006135267
PCAR,0.48278136377741904
PCG,0.06513319962082026
PEG,0.15442984575272287
PEP,0.01653285854291768
PFE,0.00951788224075357
PFG,0.08283439623275662
PG,0.2095914781059088
PGR,0.34482662544095527
PH,0.3077268681795758
PHM,0.037821699842313976
PKG,0.2650270534191402
PLD,0.04885285853061758
PM,0.09046112290017233
PNC,0.22965638433219737
PNR,0.19677354983296477
PNW,0.21694938327792046
PODD,0.10759620609612029
POOL,0.06052217497748907
PPG,0.10270778474284253
PPL,0.048537176623759455
PRU,0.40214113601165596
PSA,0.15250892251696335
PSX,0.0812635136642578
PTC,0.16706052085840645
PWR,0.10827018205081423
PYPL,0.10040709031697773
QCOM,0.0564600197976979
QRVO,0.03091149935996468
RCL,0.024929501681649143
REG,0.06115956267740053
REGN,0.061065831227925686
RF,0.10672194215935195
RJF,0.1001904733808984
RL,0.06209653177874319
RMD,0.019829990657178193
ROK,0.03366748066515392
ROL,0.16203437392928738
ROP,0.15880471680564645
ROST,0.03575492031840244
RSG,0.06991100513066299
RTX,0.19912348941973182
RVTY,0.1049826365333122
SBAC,0.3132595311321947
SBUX,0.17552821338566535
SCHW,0.46699656343456336
SHW,0.07990653391873619
SJM,0.01346737411340705
SLB,0.05250524512309956
SNA,0.33448276755460515
SNPS,0.04690708480323387
SO,0.14117736227430183
SPG,0.14705138680633845
SPGI,0.018612449730008914
SRE,0.06777055969356936
STE,0.07816112729539701
STLD,0.13715418476535954
STT,0.1506803629402777
STX,0.19055318161127
STZ,0.28179320458059787
SWK,0.09352953857925671
SWKS,0.15341718684750788
SYF,0.23457876281704293
SYK,0.21462963803179777
SYY,0.058149281203926255
T,0.06156956440364962
TAP,0.07315167351316533
TDG,0.03262323422767292
TDY,0.1585643190824982
TECH,0.23703806363739235
TEL,0.13378402045017504
TER,0.15224202623747016
TFC,0.4855042733201428
TFX,0.172475441430482
TGT,0.08348612520997532
TJX,0.14670679723744087
TMO,0.005611236009362819
TMUS,0.15004844855474134
TPR,0.02501050887473294
TRGP,0.11237563026257011
TRMB,0.049965253065669686
TROW,0.046924582040334645
TRV,0.05039650999061512
TSCO,0.09077943297401883
TSLA,0.09916516545840749
TSN,0.07297203469517276
TT,0.043919867314396926
TTWO,0.09981267290561448
TXN,0.049342980849622624
TXT,0.04470539905741927
TYL,0.10035325450616489
UAL,0.18759188256131443
UDR,0.2467882612818272
UHS,0.26034680119608467
ULTA,0.21798031728192077
UNH,0.08070876883804506
UNP,0.2950886015893303
UPS,0.10570592543921918
URI,0.05445875168605174
USB,0.19538516585119625
V,0.10978530242838623
VICI,0.1391102363164323
VLO,0.04095291744915824
VMC,0.4514193106028387
VRSK,0.03129548485117703
VRSN,0.09706028692607688
VRTX,0.176328607922423
VTR,0.028177874505206025
VTRS,0.03888062164990831
VZ,0.04240125433345492
WAB,0.03277205461517902
WAT,0.08451686746737178
WBA,0.023741917663321867
WBD,0.14283764413781655
WDC,0.11910470020337449
WEC,0.116513949812515
WELL,0.11933559126242575
WFC,0.1810503806088648
WM,0.043340898267271645
WMB,0.1341386652365024
WMT,0.027475169797738484
WRB,0.10528174999961193
WST,0.17341152944997032
WTW,0.09681636198107565
WY,0.10271345479850978
WYNN,0.020177575869896054
XEL,0.09244987808806125
XOM,0.2067462435043651
XYL,0.07865176970224629
YUM,0.05975320761565727
ZBH,0.09130741880544378
ZBRA,0.2893631838171695
ZTS,0.08768219360509827
