ticker,ae_recon_error
BX,0.17850947335876863
BSX,0.1779203083743769
TSLA,0.1778587745316594
SYK,0.17767548184816948
DGX,0.1771050810286147
CPRT,0.1765993073822503
CRM,0.17619507878046328
PPG,0.1761605164989718
SWKS,0.17609084318684204
WY,0.17605291657794034
IT,0.1754672881201813
DHI,0.17517438140374406
MSFT,0.1746574282220328
KR,0.1744341230546431
WELL,0.1740707698401054
K,0.17405454427710224
RMD,0.17376381682962702
TRMB,0.1731540238060986
WTW,0.1725381544413352
V,0.17134479593204102
CCI,0.17115847946536045
LDOS,0.1710530183361748
IPG,0.17034124172567863
AMT,0.17006104231590854
NEE,0.16987095700954155
AZO,0.16983468159208878
AAPL,0.16827401095867686
AMAT,0.16825830333743239
SHW,0.1673229882068065
KDP,0.16692964248326383
IFF,0.16638434359394055
PWR,0.1651299088824072
BLK,0.16451327517573475
WFC,0.16451124535776726
HIG,0.1643762073774942
VTRS,0.1643392743471368
STLD,0.1634491727569301
TDY,0.16082267509589676
FMC,0.160216704218446
APTV,0.15965181327946637
MTB,0.15869868485223906
GL,0.15847782621906578
PEG,0.1577272905398026
PLD,0.15759889076197114
ANET,0.15729878825258595
MOS,0.15724110166070468
AOS,0.1571908230829939
PG,0.1564522344433983
ORLY,0.15431816022299963
MAS,0.15427712757644116
AWK,0.15417113013531478
EXPE,0.15266646569308417
TROW,0.15256238830102073
HUBB,0.1523694853073763
GPC,0.15185669079245606
KIM,0.15164777396014426
ICE,0.15120720826794345
WDC,0.1505261094326656
MSI,0.15050083155106952
HSIC,0.15035788794583382
WRB,0.15000614081699662
HRL,0.14942875098964314
BAX,0.14771785796960582
IQV,0.1474351428903956
EFX,0.14718958003756658
PODD,0.1465840706821513
TTWO,0.14643686938257366
CTRA,0.14572908135555196
CTVA,0.14372239667095998
EXPD,0.14348814860849335
CTAS,0.1419799168796748
MHK,0.1413315954298494
GWW,0.1411701941615862
BKR,0.14080909440433673
XYL,0.1396040074312767
LH,0.13798491897015183
AVGO,0.13708415822554063
VTR,0.13676884794008498
HPQ,0.13668625518970948
CTSH,0.13664825847796222
CHTR,0.13552608068514568
IBM,0.13548162935738117
DHR,0.13512308128473177
AVB,0.13447050120240533
LLY,0.13400852788743126
HES,0.13327244902238258
NOC,0.13211557822033085
MRK,0.13203291057450117
JBHT,0.1306179630733911
HD,0.12988111789978046
LEN,0.12927502597880286
FDS,0.12851075222202532
AXON,0.12769482878454508
XEL,0.12766760264844138
VZ,0.1264636795772207
HON,0.1262114944424123
GRMN,0.12619508256387646
AIG,0.12612883323520513
KMI,0.12583346524612013
RJF,0.1257153904316354
TGT,0.12566556813843613
KO,0.12550617417459992
DUK,0.1231566289207055
IDXX,0.12312217572142461
TYL,0.12284605724399754
OXY,0.12208249755654355
HSY,0.12108665343493819
EQR,0.1209941937639532
FI,0.11945839488292322
CSCO,0.11895009519763823
C,0.11811023428855082
FTNT,0.1179711607081081
LKQ,0.11770308849141263
REGN,0.11745584774546472
RF,0.11734579921894021
RVTY,0.11671414125016467
TER,0.11664603065845135
FCX,0.11658002564974086
SNPS,0.11620974259554771
ABT,0.11369296432487276
IRM,0.11081615357526257
UNH,0.11076680817398522
MDLZ,0.11059307851973252
AMD,0.1103314021563683
DAL,0.10938124892002014
YUM,0.10920436585405958
CSGP,0.1088896410537785
ECL,0.10801900420627923
FRT,0.10793282574931698
TPR,0.10719313647884456
ADI,0.10630244373588162
SRE,0.10626702234593134
SBUX,0.10583760976960996
MOH,0.10578271748687405
EW,0.10514782360616319
URI,0.10410138413704147
CINF,0.10248385601525438
ALGN,0.10190964483685755
MTCH,0.10104840173118045
MPC,0.10077294584984214
PCG,0.10073446009812968
F,0.10004650721999711
ABBV,0.09998770823634094
ZBH,0.0990184951475249
COF,0.0974531148115287
PM,0.09740310229649327
BIIB,0.09727070771700252
AON,0.09701442186605226
LRCX,0.09622148293813576
GM,0.09617442909017089
ADM,0.0959719127246769
MAA,0.09492193801513951
CVX,0.0949084936362745
QCOM,0.09383968068288193
HOLX,0.09342000150845489
LUV,0.09268200973871549
AFL,0.0922686105193507
AKAM,0.09162588233711681
CDNS,0.09117617434237818
IEX,0.09088218164762817
EL,0.0903202220263707
VRSK,0.0900839383477471
CZR,0.08979205330521299
BAC,0.08885746176977528
MAR,0.0888137351510578
HLT,0.0881714531989855
IR,0.08724805310143462
REG,0.08711166925677173
NVDA,0.0870724079516349
FE,0.08685337555036038
CAH,0.08570081556478683
JNJ,0.08549647891527397
BKNG,0.08513093238906631
DVA,0.08477349579189963
LIN,0.0844128250943974
CPB,0.08368932144411599
QRVO,0.08290301128343582
DE,0.08287025636427946
T,0.08186157790945026
BRO,0.07962028766928683
MRO,0.07930731151593608
PSX,0.07882187839239727
CNC,0.07850331766456344
KHC,0.07766449750633878
LOW,0.07680025989137394
BR,0.07642911668157434
EBAY,0.07560428511098133
CLX,0.07555080169543317
COO,0.07385425561781056
CAT,0.07385384816637759
AMZN,0.07319824020915194
PEP,0.07198903302163176
TXT,0.0671881682031626
ZTS,0.06711686676390423
MA,0.06632438142293413
PPL,0.06608588943776904
HUM,0.06528741371108705
WBA,0.06473075974350948
FSLR,0.06455657287343614
MMM,0.06435727989925871
CPT,0.06390932246630111
PHM,0.06284135341993104
HAL,0.06214263807221964
WAB,0.059943979673186626
MDT,0.05800673530660228
EIX,0.057320704659047414
GIS,0.0562787427196944
MPWR,0.05079210977548603
MMC,0.050636205978094526
BMY,0.049556218624708916
BBY,0.048655865242288085
AJG,0.04756105615843418
DLTR,0.04662518970726875
NKE,0.04614771530971554
WMT,0.04536586596036454
RCL,0.04438930141263345
GPN,0.04393428705549273
CVS,0.04337546271017828
WYNN,0.043366812665994466
INTU,0.04159939183904997
ELV,0.03941025275938682
BA,0.036635416240810834
VLO,0.035924764102328116
BDX,0.03521750709438974
CTLT,0.03373240258020819
PFE,0.032649257373421045
MO,0.03231238721744467
EMR,0.030219723350737016
SPGI,0.028060795075442756
TMO,0.023627200282387142
ITW,0.02232452276952597
AMGN,0.02203797029227905
OMC,0.01585965173185387
